global_user_id,platform_user_id,platform,user_name,gender,age,city,registration_date,phone,email,user_level
U-DOUYIN-678174,douyin_5543863,douyin,用户6716,f,60,南京,2026-01-21,15799863252,user6825@example.com,钻石会员
U-DOUYIN-678841,douyin_9183711,douyin,用户8990,f,51,深圳,2026-09-26,15860301399,user5591@example.com,钻石会员
U-DOUYIN-679388,douyin_4048726,douyin,用户4437,f,31,南京,2025-08-10,19898033600,user2098@example.com,银卡会员
U-DOUYIN-680151,douyin_3888432,douyin,用户9665,m,46,深圳,2026-07-20,14667681730,user8372@example.com,钻石会员
U-DOUYIN-680352,douyin_7006635,douyin,用户4307,f,31,上海,2026-01-08,16988713473,user2652@example.com,普通会员
U-DOUYIN-680576,douyin_2385227,douyin,用户9550,f,59,西安,2025-12-18,15944127287,user8866@example.com,银卡会员
U-DOUYIN-681257,douyin_9477050,douyin,用户1428,m,46,南京,2025-09-28,14771666984,user4299@example.com,钻石会员
U-DOUYIN-681277,douyin_7983072,douyin,用户4016,f,25,南京,2025-01-15,18483629527,user9308@example.com,钻石会员
U-DOUYIN-681338,douyin_6319537,douyin,用户4060,m,38,成都,2026-04-09,15858036922,user5853@example.com,钻石会员
U-DOUYIN-681405,douyin_9392196,douyin,用户9657,m,52,深圳,2025-08-03,14558391844,user8989@example.com,普通会员
U-DOUYIN-682368,douyin_6045322,douyin,用户5469,m,31,上海,2025-10-03,13292539341,user5247@example.com,银卡会员
U-DOUYIN-682658,douyin_5476915,douyin,用户6121,m,47,北京,2025-09-09,17116259966,user1432@example.com,金卡会员
U-DOUYIN-682765,douyin_1913349,douyin,用户2935,f,33,广州,2025-05-04,14762716299,user6413@example.com,普通会员
U-DOUYIN-682903,douyin_1994639,douyin,用户2288,f,36,重庆,2025-03-12,14343763400,user5159@example.com,钻石会员
U-DOUYIN-683080,douyin_6199413,douyin,用户3784,f,18,广州,2026-11-13,15936297315,user9568@example.com,普通会员
U-DOUYIN-683625,douyin_7859419,douyin,用户9996,m,40,广州,2025-06-04,19211153778,user2612@example.com,银卡会员
U-DOUYIN-684257,douyin_5260311,douyin,用户4903,m,29,重庆,2025-04-13,13372700801,user8964@example.com,银卡会员
U-DOUYIN-684512,douyin_8169222,douyin,用户9856,m,32,武汉,2025-04-09,16747720534,user4836@example.com,普通会员
U-DOUYIN-685265,douyin_7723474,douyin,用户6735,m,43,杭州,2026-11-05,15590923839,user8748@example.com,金卡会员
U-DOUYIN-685490,douyin_9157920,douyin,用户6300,m,32,杭州,2025-07-19,13975266666,user9250@example.com,普通会员
U-DOUYIN-685892,douyin_4165258,douyin,用户6669,f,22,武汉,2026-11-20,14478425940,user7278@example.com,金卡会员
U-DOUYIN-685959,douyin_2010186,douyin,用户7192,m,42,广州,2025-11-20,16591886660,user5778@example.com,普通会员
U-DOUYIN-686410,douyin_8752658,douyin,用户6758,m,25,杭州,2025-03-12,14924629832,user8063@example.com,银卡会员
U-DOUYIN-686450,douyin_2807445,douyin,用户7252,m,32,成都,2025-09-09,18595829126,user3220@example.com,钻石会员
U-DOUYIN-687294,douyin_8007908,douyin,用户2316,m,38,重庆,2026-10-24,14366602482,user5829@example.com,钻石会员
U-DOUYIN-687368,douyin_9595272,douyin,用户3711,m,57,广州,2026-12-04,13176563598,user4592@example.com,普通会员
U-DOUYIN-688078,douyin_9824894,douyin,用户5147,m,26,上海,2026-01-06,19393309750,user8893@example.com,金卡会员
U-DOUYIN-688428,douyin_9054849,douyin,用户1269,f,37,深圳,2025-03-02,14664964207,user9641@example.com,金卡会员
U-DOUYIN-688793,douyin_5410135,douyin,用户8036,f,32,广州,2026-01-18,15489705113,user3461@example.com,钻石会员
U-DOUYIN-689172,douyin_2300766,douyin,用户4243,f,34,武汉,2025-02-25,16298082731,user8407@example.com,金卡会员
U-DOUYIN-689246,douyin_2646678,douyin,用户5004,m,48,武汉,2026-02-12,17178137657,user4646@example.com,钻石会员
U-DOUYIN-689419,douyin_5908122,douyin,用户4918,m,32,广州,2026-11-23,17655671954,user1872@example.com,普通会员
U-DOUYIN-689601,douyin_4648533,douyin,用户1804,f,50,杭州,2026-02-08,18267770302,user7306@example.com,普通会员
U-DOUYIN-690690,douyin_8674315,douyin,用户1594,m,42,重庆,2025-09-03,16655156561,user5513@example.com,银卡会员
U-DOUYIN-691771,douyin_3491128,douyin,用户1180,m,44,上海,2026-06-19,17657913517,user8526@example.com,银卡会员
U-DOUYIN-692486,douyin_9099840,douyin,用户2639,m,48,西安,2026-04-25,18200923968,user6772@example.com,银卡会员
U-DOUYIN-692702,douyin_4364648,douyin,用户7421,f,34,深圳,2026-08-12,13646830105,user5486@example.com,金卡会员
U-DOUYIN-692832,douyin_3925408,douyin,用户7746,m,36,西安,2025-10-02,14777956353,user1652@example.com,钻石会员
U-DOUYIN-692845,douyin_2561396,douyin,用户3543,m,25,重庆,2026-08-28,15201334751,user9923@example.com,普通会员
U-DOUYIN-693486,douyin_6414629,douyin,用户7991,m,40,广州,2026-11-04,16296456254,user2844@example.com,普通会员
U-DOUYIN-694187,douyin_8629594,douyin,用户6742,m,33,杭州,2026-04-21,15236963241,user2987@example.com,银卡会员
U-DOUYIN-694692,douyin_3138371,douyin,用户5024,f,28,成都,2026-07-09,18185855637,user3043@example.com,金卡会员
U-DOUYIN-694863,douyin_6776454,douyin,用户2884,m,48,西安,2026-03-12,19164817102,user4844@example.com,普通会员
U-DOUYIN-695806,douyin_6723933,douyin,用户9007,m,37,杭州,2026-12-07,18630059569,user9338@example.com,钻石会员
U-DOUYIN-696354,douyin_4805104,douyin,用户1282,m,30,深圳,2025-01-24,18621034920,user4434@example.com,普通会员
U-DOUYIN-696402,douyin_1377289,douyin,用户6703,f,29,北京,2025-02-02,15373840280,user9762@example.com,普通会员
U-DOUYIN-696432,douyin_8228806,douyin,用户4728,f,40,杭州,2025-11-26,17415529008,user9154@example.com,金卡会员
U-DOUYIN-697152,douyin_8746320,douyin,用户5996,f,49,南京,2025-10-27,14136380899,user1077@example.com,银卡会员
U-DOUYIN-697167,douyin_6381843,douyin,用户2354,f,47,广州,2026-08-15,15354518295,user5364@example.com,钻石会员
U-DOUYIN-697809,douyin_9563960,douyin,用户7769,m,41,西安,2025-01-03,18589541278,user2380@example.com,金卡会员
U-DOUYIN-698059,douyin_4453906,douyin,用户9968,f,28,广州,2026-06-07,17393714657,user4824@example.com,金卡会员
U-DOUYIN-698181,douyin_2601918,douyin,用户6241,m,52,杭州,2025-02-09,18537577733,user7898@example.com,银卡会员
U-DOUYIN-699057,douyin_6663885,douyin,用户6081,f,47,杭州,2026-02-08,19391565541,user8744@example.com,金卡会员
U-DOUYIN-699133,douyin_9924343,douyin,用户6048,f,35,广州,2025-02-07,15114374564,user7624@example.com,钻石会员
U-DOUYIN-699557,douyin_1462789,douyin,用户3893,m,49,南京,2026-05-02,18646107830,user8759@example.com,普通会员
U-DOUYIN-700085,douyin_1467389,douyin,用户2588,f,32,北京,2025-04-07,13441979670,user2237@example.com,银卡会员
U-DOUYIN-700217,douyin_1040871,douyin,用户4287,f,50,深圳,2026-11-14,18140431919,user3157@example.com,银卡会员
U-DOUYIN-700278,douyin_3120297,douyin,用户9793,f,40,西安,2025-03-27,15748917885,user4997@example.com,银卡会员
U-DOUYIN-700553,douyin_8538088,douyin,用户4088,m,52,武汉,2025-12-06,14971230326,user6586@example.com,银卡会员
U-DOUYIN-700917,douyin_2237656,douyin,用户7639,f,28,广州,2025-07-24,17721956096,user4584@example.com,金卡会员
U-DOUYIN-700992,douyin_3510499,douyin,用户6966,m,41,南京,2026-01-19,13482982152,user4446@example.com,钻石会员
U-DOUYIN-702817,douyin_6440968,douyin,用户5073,m,27,成都,2025-11-10,14697013311,user3044@example.com,钻石会员
U-DOUYIN-703706,douyin_7226941,douyin,用户9561,f,57,南京,2025-05-25,13924709096,user8644@example.com,金卡会员
U-DOUYIN-703965,douyin_8532349,douyin,用户8389,f,38,广州,2026-08-08,14341080167,user7574@example.com,金卡会员
U-DOUYIN-704048,douyin_8925210,douyin,用户7955,m,24,广州,2026-04-09,16199994621,user5976@example.com,钻石会员
U-DOUYIN-704400,douyin_5152559,douyin,用户6849,f,41,重庆,2026-07-25,19634534509,user6060@example.com,钻石会员
U-DOUYIN-704451,douyin_3229588,douyin,用户9854,m,54,重庆,2025-05-13,18737121589,user3988@example.com,钻石会员
U-DOUYIN-704728,douyin_1326601,douyin,用户3727,m,22,西安,2025-11-06,13112880438,user4401@example.com,普通会员
U-DOUYIN-705303,douyin_3050964,douyin,用户1295,m,35,广州,2026-03-17,14200532095,user1737@example.com,银卡会员
U-DOUYIN-706192,douyin_3668463,douyin,用户1163,f,50,广州,2026-09-21,15505964298,user1059@example.com,普通会员
U-DOUYIN-706464,douyin_7252974,douyin,用户8723,f,20,深圳,2025-04-23,15499387781,user4550@example.com,普通会员
U-DOUYIN-706590,douyin_3689942,douyin,用户9847,f,58,西安,2026-05-17,16123604989,user2614@example.com,普通会员
U-DOUYIN-706766,douyin_7718381,douyin,用户4312,m,60,杭州,2025-04-22,17141794807,user5143@example.com,普通会员
U-DOUYIN-706853,douyin_2424405,douyin,用户2361,m,45,南京,2026-02-21,16285205097,user3035@example.com,钻石会员
U-DOUYIN-707082,douyin_5103967,douyin,用户3936,f,41,成都,2026-12-10,14563319092,user3215@example.com,银卡会员
U-DOUYIN-708312,douyin_5463858,douyin,用户9304,m,55,成都,2026-02-23,14627114950,user4910@example.com,普通会员
U-DOUYIN-708724,douyin_9239916,douyin,用户6612,f,55,北京,2026-04-03,15384278127,user7774@example.com,钻石会员
U-DOUYIN-709250,douyin_3699931,douyin,用户8880,m,24,南京,2026-11-21,17374946703,user9808@example.com,银卡会员
U-DOUYIN-709833,douyin_6039394,douyin,用户8642,f,54,成都,2026-04-14,17949671688,user9762@example.com,钻石会员
U-DOUYIN-710095,douyin_6478631,douyin,用户2385,m,50,西安,2025-05-06,14961776967,user8823@example.com,银卡会员
U-DOUYIN-710509,douyin_9714493,douyin,用户5996,f,27,重庆,2026-08-03,15128112830,user5465@example.com,金卡会员
U-DOUYIN-711587,douyin_7553757,douyin,用户1039,m,51,重庆,2025-12-27,19562362696,user1172@example.com,普通会员
U-DOUYIN-711607,douyin_8854225,douyin,用户8560,m,59,北京,2025-08-25,14914176316,user3521@example.com,金卡会员
U-DOUYIN-711848,douyin_5459278,douyin,用户9934,f,22,成都,2025-08-07,14423642461,user4170@example.com,银卡会员
U-DOUYIN-711898,douyin_6295963,douyin,用户6992,m,57,杭州,2025-07-02,16551108332,user4718@example.com,钻石会员
U-DOUYIN-712365,douyin_8196804,douyin,用户2247,f,37,南京,2026-12-15,15908548978,user2429@example.com,普通会员
U-DOUYIN-712633,douyin_1303624,douyin,用户9147,f,44,上海,2025-12-15,16416436664,user9919@example.com,钻石会员
U-DOUYIN-714179,douyin_7621363,douyin,用户5221,f,42,南京,2026-10-25,16375899457,user9366@example.com,金卡会员
U-DOUYIN-714314,douyin_4653214,douyin,用户4869,m,54,深圳,2026-05-12,14446697911,user2889@example.com,金卡会员
U-DOUYIN-714339,douyin_5050615,douyin,用户8631,m,55,成都,2026-12-11,14532516467,user1695@example.com,银卡会员
U-DOUYIN-714686,douyin_7360158,douyin,用户3949,m,44,杭州,2025-10-02,19796425819,user3584@example.com,金卡会员
U-DOUYIN-715081,douyin_9942850,douyin,用户2848,m,43,北京,2026-02-03,15474461703,user4816@example.com,普通会员
U-DOUYIN-715208,douyin_8126907,douyin,用户7412,f,34,深圳,2025-02-19,17103097946,user8604@example.com,钻石会员
U-DOUYIN-717408,douyin_1087378,douyin,用户2037,f,40,深圳,2025-12-23,19280504335,user2032@example.com,普通会员
U-DOUYIN-717441,douyin_7024044,douyin,用户8562,m,21,南京,2025-04-19,17727417539,user5251@example.com,银卡会员
U-DOUYIN-717479,douyin_5064713,douyin,用户7504,m,53,上海,2026-03-24,13635729760,user7833@example.com,普通会员
U-DOUYIN-717694,douyin_6619175,douyin,用户4429,m,32,武汉,2025-11-06,13161303932,user5433@example.com,钻石会员
U-DOUYIN-717824,douyin_2268061,douyin,用户8655,m,45,武汉,2025-03-27,13796490868,user5464@example.com,普通会员
U-DOUYIN-718505,douyin_6526308,douyin,用户7716,f,36,南京,2026-07-17,17846140319,user1181@example.com,银卡会员
U-DOUYIN-718514,douyin_1503267,douyin,用户1975,f,21,深圳,2025-10-15,13255501345,user7166@example.com,银卡会员
U-DOUYIN-719029,douyin_1289823,douyin,用户9527,m,58,杭州,2025-03-23,14288922845,user8391@example.com,金卡会员
U-DOUYIN-719168,douyin_9480680,douyin,用户4782,f,21,南京,2026-02-05,14517358067,user7467@example.com,钻石会员
U-DOUYIN-719604,douyin_7596039,douyin,用户6484,f,32,南京,2026-08-24,19957768149,user9854@example.com,普通会员
U-DOUYIN-719833,douyin_4765972,douyin,用户7239,f,47,武汉,2025-03-23,17105370652,user6746@example.com,普通会员
U-DOUYIN-720527,douyin_5022731,douyin,用户9938,m,20,广州,2026-11-25,17998166162,user2110@example.com,普通会员
U-DOUYIN-720937,douyin_1960108,douyin,用户3330,m,22,深圳,2025-09-15,19673207336,user2027@example.com,金卡会员
U-DOUYIN-721219,douyin_6402810,douyin,用户7020,m,59,西安,2025-09-28,14221166399,user9018@example.com,普通会员
U-DOUYIN-721612,douyin_5038512,douyin,用户6599,f,56,重庆,2025-08-21,13314674495,user8360@example.com,普通会员
U-DOUYIN-721653,douyin_3677564,douyin,用户7044,f,53,西安,2025-05-14,18610451059,user6426@example.com,银卡会员
U-DOUYIN-721738,douyin_7130294,douyin,用户5907,m,28,西安,2025-01-04,14274433568,user4178@example.com,钻石会员
U-DOUYIN-721883,douyin_5630601,douyin,用户1143,f,43,重庆,2026-02-25,14306185083,user3125@example.com,银卡会员
U-DOUYIN-722096,douyin_3406071,douyin,用户6589,m,27,杭州,2026-10-01,19978728800,user9727@example.com,金卡会员
U-DOUYIN-722103,douyin_1252125,douyin,用户9375,m,21,重庆,2026-11-12,17435063510,user7557@example.com,金卡会员
U-DOUYIN-722590,douyin_9307068,douyin,用户7939,f,45,上海,2025-10-11,13857827434,user4705@example.com,银卡会员
U-DOUYIN-722734,douyin_1179091,douyin,用户2231,m,59,重庆,2025-03-21,16588933965,user5557@example.com,金卡会员
U-DOUYIN-723213,douyin_4454206,douyin,用户2010,f,22,杭州,2026-03-08,13542009023,user8234@example.com,银卡会员
U-DOUYIN-723368,douyin_1775047,douyin,用户9198,f,44,上海,2026-12-27,17696577924,user1718@example.com,银卡会员
U-DOUYIN-724464,douyin_8030357,douyin,用户5218,m,26,西安,2026-12-12,16842134152,user5083@example.com,普通会员
U-DOUYIN-724701,douyin_4140568,douyin,用户2244,m,51,北京,2026-04-06,13648180968,user9295@example.com,普通会员
U-DOUYIN-725097,douyin_8429415,douyin,用户2038,f,39,重庆,2025-08-17,18825958116,user3729@example.com,金卡会员
U-DOUYIN-725142,douyin_7248813,douyin,用户7801,m,44,广州,2026-04-25,13452411516,user5425@example.com,银卡会员
U-DOUYIN-725158,douyin_3483449,douyin,用户7856,f,37,南京,2026-10-04,17756269349,user6074@example.com,钻石会员
U-DOUYIN-726647,douyin_3018986,douyin,用户6653,m,29,杭州,2026-04-14,15779344073,user3497@example.com,银卡会员
U-DOUYIN-727014,douyin_8963703,douyin,用户9486,m,52,成都,2026-05-06,14390126824,user8502@example.com,银卡会员
U-DOUYIN-727091,douyin_6496531,douyin,用户3236,f,50,上海,2026-09-23,15161451791,user2447@example.com,金卡会员
U-DOUYIN-727237,douyin_1420598,douyin,用户2643,m,29,重庆,2026-08-25,14575896547,user3831@example.com,普通会员
U-DOUYIN-727245,douyin_5856855,douyin,用户8929,f,33,西安,2025-09-05,19594107602,user1582@example.com,银卡会员
U-DOUYIN-727246,douyin_6900977,douyin,用户7311,m,46,成都,2026-08-02,13427981634,user4432@example.com,普通会员
U-DOUYIN-728870,douyin_3070888,douyin,用户1845,f,20,上海,2026-01-15,14958951066,user4005@example.com,银卡会员
U-DOUYIN-729984,douyin_6613127,douyin,用户8015,m,51,成都,2025-08-16,13374875422,user4035@example.com,金卡会员
U-DOUYIN-730120,douyin_3577203,douyin,用户2829,f,25,北京,2025-07-22,17527235270,user1970@example.com,银卡会员
U-DOUYIN-730244,douyin_2066327,douyin,用户7704,m,24,深圳,2025-08-01,14575007412,user2679@example.com,钻石会员
U-DOUYIN-730510,douyin_2663938,douyin,用户2511,f,34,北京,2025-07-23,16807691050,user8223@example.com,普通会员
U-DOUYIN-730660,douyin_6299710,douyin,用户4955,f,42,深圳,2026-10-11,18692648964,user1457@example.com,金卡会员
U-DOUYIN-731021,douyin_1738113,douyin,用户7830,m,36,广州,2025-03-20,14352195366,user2426@example.com,钻石会员
U-DOUYIN-731084,douyin_1039111,douyin,用户5116,m,21,武汉,2025-06-20,14249919941,user8574@example.com,钻石会员
U-DOUYIN-731491,douyin_6472281,douyin,用户4515,f,27,西安,2025-11-01,19734644757,user3870@example.com,钻石会员
U-DOUYIN-731919,douyin_8017710,douyin,用户3866,f,37,广州,2026-10-07,14382708451,user2135@example.com,银卡会员
U-DOUYIN-733548,douyin_1834575,douyin,用户5854,f,59,广州,2025-09-12,18122822787,user1162@example.com,普通会员
U-DOUYIN-733584,douyin_5191102,douyin,用户8982,f,47,北京,2025-12-10,15621383123,user2014@example.com,普通会员
U-DOUYIN-733652,douyin_9108708,douyin,用户2746,m,43,成都,2026-10-20,17936684204,user8977@example.com,钻石会员
U-DOUYIN-733746,douyin_4935561,douyin,用户3760,f,53,成都,2026-01-13,19473524550,user7463@example.com,普通会员
U-DOUYIN-733845,douyin_8198048,douyin,用户9507,m,22,广州,2025-01-19,13902096844,user1491@example.com,金卡会员
U-DOUYIN-733967,douyin_6971181,douyin,用户3156,f,49,武汉,2025-04-18,18229332239,user5388@example.com,普通会员
U-DOUYIN-734033,douyin_6047968,douyin,用户6465,m,20,成都,2025-04-01,14912792382,user5483@example.com,银卡会员
U-DOUYIN-734236,douyin_5329066,douyin,用户2009,f,59,杭州,2025-03-09,15996353506,user4122@example.com,银卡会员
U-DOUYIN-734450,douyin_6381868,douyin,用户4278,f,48,武汉,2026-07-02,18993390431,user4463@example.com,普通会员
U-DOUYIN-735208,douyin_4063933,douyin,用户4468,f,49,重庆,2026-08-05,14192658299,user9207@example.com,银卡会员
U-DOUYIN-735381,douyin_5925209,douyin,用户7552,f,32,上海,2025-11-05,18105892541,user1571@example.com,钻石会员
U-DOUYIN-736754,douyin_6523754,douyin,用户1434,m,44,北京,2026-10-16,15487886395,user8304@example.com,普通会员
U-DOUYIN-736915,douyin_2247860,douyin,用户9871,f,57,上海,2025-06-07,16784461448,user2891@example.com,银卡会员
U-DOUYIN-738102,douyin_5406343,douyin,用户4000,f,59,武汉,2025-01-13,14620701620,user2419@example.com,银卡会员
U-DOUYIN-738228,douyin_9852467,douyin,用户2565,f,41,南京,2026-04-22,14738166503,user2221@example.com,钻石会员
U-DOUYIN-738257,douyin_3882559,douyin,用户7565,m,55,杭州,2026-06-20,19970542127,user3318@example.com,钻石会员
U-DOUYIN-738403,douyin_2810787,douyin,用户2942,f,48,南京,2026-05-20,13310371844,user3013@example.com,普通会员
U-DOUYIN-738697,douyin_5813506,douyin,用户5275,m,48,南京,2026-10-14,13877922012,user3311@example.com,钻石会员
U-DOUYIN-738914,douyin_7747516,douyin,用户8730,f,56,深圳,2026-04-22,13277703098,user1533@example.com,钻石会员
U-DOUYIN-739215,douyin_5980474,douyin,用户2943,m,48,南京,2025-06-09,16372230541,user8723@example.com,金卡会员
U-DOUYIN-739386,douyin_9627014,douyin,用户2077,m,44,广州,2026-08-23,17184905757,user6939@example.com,钻石会员
U-DOUYIN-739971,douyin_7902306,douyin,用户8789,m,31,广州,2025-02-03,19105351982,user7224@example.com,普通会员
U-DOUYIN-740201,douyin_1090165,douyin,用户4562,f,26,成都,2025-02-07,16242150430,user1461@example.com,普通会员
U-DOUYIN-740467,douyin_7221151,douyin,用户8139,f,53,武汉,2025-12-10,14421346309,user2330@example.com,金卡会员
U-DOUYIN-740803,douyin_5510897,douyin,用户9816,f,58,广州,2025-01-01,17733496159,user7673@example.com,钻石会员
U-DOUYIN-741150,douyin_3400368,douyin,用户6118,f,52,深圳,2025-03-06,15828059731,user4425@example.com,金卡会员
U-DOUYIN-741291,douyin_6400229,douyin,用户6298,m,18,北京,2026-02-12,18196053195,user5923@example.com,金卡会员
U-DOUYIN-741391,douyin_6035171,douyin,用户3602,m,25,上海,2026-01-14,19557261196,user9079@example.com,普通会员
U-DOUYIN-741907,douyin_4447955,douyin,用户7555,f,23,成都,2025-04-12,15541175551,user6633@example.com,普通会员
U-DOUYIN-742064,douyin_8852432,douyin,用户3089,m,34,南京,2025-06-05,18839462922,user8837@example.com,金卡会员
U-DOUYIN-742128,douyin_8790849,douyin,用户2669,f,23,南京,2025-02-25,19331387771,user5208@example.com,钻石会员
U-DOUYIN-742931,douyin_2314755,douyin,用户7096,f,43,南京,2025-01-25,19637370806,user6836@example.com,银卡会员
U-DOUYIN-743746,douyin_5929254,douyin,用户5609,m,53,南京,2025-12-15,19828574848,user7407@example.com,银卡会员
U-DOUYIN-743921,douyin_9932730,douyin,用户4983,m,44,深圳,2026-03-16,16894725950,user9396@example.com,金卡会员
U-DOUYIN-743992,douyin_8233957,douyin,用户4148,f,53,重庆,2025-09-21,13654796042,user9181@example.com,钻石会员
U-DOUYIN-744170,douyin_1683567,douyin,用户6883,m,21,上海,2025-08-04,17395718541,user2463@example.com,银卡会员
U-DOUYIN-744276,douyin_6750345,douyin,用户4745,f,50,南京,2025-01-26,19254640382,user2339@example.com,普通会员
U-DOUYIN-744303,douyin_9405549,douyin,用户7566,f,27,杭州,2025-01-27,18866027511,user4312@example.com,金卡会员
U-DOUYIN-746073,douyin_3514322,douyin,用户4114,m,58,重庆,2025-12-09,16976484173,user2499@example.com,钻石会员
U-DOUYIN-746891,douyin_1934035,douyin,用户6339,m,22,上海,2025-03-22,18811881962,user4636@example.com,钻石会员
U-DOUYIN-747024,douyin_2178976,douyin,用户4358,f,48,杭州,2025-12-26,13635945330,user6807@example.com,普通会员
U-DOUYIN-747773,douyin_2216630,douyin,用户4242,f,30,成都,2026-04-18,14440663729,user1177@example.com,金卡会员
U-DOUYIN-747831,douyin_1484273,douyin,用户3550,m,45,深圳,2026-09-28,15799078679,user7971@example.com,银卡会员
U-DOUYIN-747899,douyin_6814756,douyin,用户5331,f,34,成都,2025-07-16,17394978196,user3570@example.com,普通会员
U-DOUYIN-748006,douyin_9438881,douyin,用户3607,m,46,北京,2026-03-18,18107396521,user2510@example.com,银卡会员
U-DOUYIN-748346,douyin_2283987,douyin,用户9845,m,30,武汉,2026-11-19,18154467021,user8267@example.com,钻石会员
U-DOUYIN-749067,douyin_7918986,douyin,用户5125,m,31,北京,2026-04-02,14347872757,user9498@example.com,钻石会员
U-DOUYIN-749696,douyin_1247030,douyin,用户2908,f,23,深圳,2025-03-18,13228283107,user1785@example.com,金卡会员
U-DOUYIN-749724,douyin_9312945,douyin,用户4915,f,28,杭州,2026-02-20,16145094976,user4634@example.com,普通会员
U-DOUYIN-750029,douyin_6418298,douyin,用户4159,f,59,武汉,2025-01-25,16264339480,user8661@example.com,钻石会员
U-DOUYIN-750209,douyin_2027819,douyin,用户4212,m,33,西安,2026-02-27,18642586577,user1922@example.com,金卡会员
U-DOUYIN-751191,douyin_4863426,douyin,用户8553,f,33,西安,2025-10-12,17435882604,user4087@example.com,普通会员
U-DOUYIN-751379,douyin_5717134,douyin,用户6621,m,33,重庆,2025-07-04,15794886014,user6551@example.com,普通会员
U-DOUYIN-751422,douyin_4509228,douyin,用户1052,f,49,杭州,2026-12-08,13508752315,user9928@example.com,钻石会员
U-DOUYIN-751592,douyin_5794045,douyin,用户2568,m,41,南京,2025-05-21,19407597569,user7632@example.com,普通会员
U-DOUYIN-751968,douyin_8599216,douyin,用户2639,m,58,成都,2026-05-24,18242167844,user4732@example.com,金卡会员
U-DOUYIN-751983,douyin_6668324,douyin,用户8644,m,46,广州,2025-04-25,16510006867,user4527@example.com,金卡会员
U-DOUYIN-752144,douyin_4225857,douyin,用户4208,f,34,南京,2025-06-20,18823265493,user8036@example.com,普通会员
U-DOUYIN-752787,douyin_4088464,douyin,用户2529,f,23,武汉,2025-03-22,13363347859,user8217@example.com,银卡会员
U-DOUYIN-753326,douyin_3335713,douyin,用户1308,m,44,南京,2026-02-24,15396245072,user3119@example.com,钻石会员
U-DOUYIN-753422,douyin_6770597,douyin,用户9009,m,33,西安,2026-10-13,19520224527,user3913@example.com,普通会员
U-DOUYIN-753747,douyin_7590000,douyin,用户3887,f,37,上海,2025-11-05,16769638548,user2662@example.com,钻石会员
U-DOUYIN-754148,douyin_4868698,douyin,用户3998,m,58,成都,2025-10-24,17840702752,user4427@example.com,银卡会员
U-DOUYIN-754517,douyin_3592152,douyin,用户2161,f,41,杭州,2025-11-06,14698524639,user9379@example.com,普通会员
U-DOUYIN-754521,douyin_7746989,douyin,用户7207,f,60,成都,2026-04-23,13452971820,user5445@example.com,金卡会员
U-DOUYIN-754522,douyin_1581691,douyin,用户2982,m,40,深圳,2026-09-16,15702301366,user9590@example.com,普通会员
U-DOUYIN-754571,douyin_8110205,douyin,用户7797,f,18,南京,2025-04-14,18440062687,user9457@example.com,银卡会员
U-DOUYIN-754706,douyin_9796870,douyin,用户4078,m,48,北京,2025-02-04,19881125814,user5736@example.com,普通会员
U-DOUYIN-754743,douyin_3710165,douyin,用户2590,f,42,北京,2026-02-22,16492519303,user6160@example.com,金卡会员
U-DOUYIN-755650,douyin_8399325,douyin,用户8874,f,44,北京,2026-03-06,13743297904,user3534@example.com,金卡会员
U-DOUYIN-755906,douyin_6050255,douyin,用户5862,f,19,北京,2026-01-28,14924212508,user7180@example.com,金卡会员
U-DOUYIN-755920,douyin_8025604,douyin,用户2035,m,25,成都,2025-04-04,15122032892,user2435@example.com,普通会员
U-DOUYIN-756149,douyin_8175226,douyin,用户9390,f,57,武汉,2026-01-12,14284696126,user8482@example.com,钻石会员
U-DOUYIN-756471,douyin_3916177,douyin,用户3414,f,35,北京,2026-01-27,13143269342,user2785@example.com,金卡会员
U-DOUYIN-758388,douyin_5427247,douyin,用户1615,f,46,重庆,2025-08-24,18664125644,user2090@example.com,普通会员
U-DOUYIN-758406,douyin_5550653,douyin,用户7238,f,40,上海,2026-11-15,16208267634,user7429@example.com,普通会员
U-DOUYIN-758425,douyin_3780116,douyin,用户9025,m,25,重庆,2025-03-23,17604479690,user9163@example.com,钻石会员
U-DOUYIN-759239,douyin_4306955,douyin,用户2481,m,44,南京,2025-01-04,18281438184,user1932@example.com,钻石会员
U-DOUYIN-760854,douyin_5271201,douyin,用户7143,f,46,上海,2025-12-06,13730232782,user5622@example.com,钻石会员
U-DOUYIN-761051,douyin_9589281,douyin,用户1093,m,29,深圳,2025-12-23,16150229635,user1642@example.com,钻石会员
U-DOUYIN-761102,douyin_7717398,douyin,用户2565,f,41,武汉,2025-11-09,18972738485,user7515@example.com,普通会员
U-DOUYIN-762684,douyin_8716995,douyin,用户5972,m,47,杭州,2025-07-15,17527585473,user1869@example.com,钻石会员
U-DOUYIN-763440,douyin_1172907,douyin,用户8466,f,53,上海,2026-01-14,16640628718,user3004@example.com,钻石会员
U-DOUYIN-763772,douyin_1357218,douyin,用户8924,f,50,成都,2026-09-16,18971780432,user5872@example.com,普通会员
U-DOUYIN-763964,douyin_4624491,douyin,用户5483,m,55,武汉,2026-11-12,16211823521,user6473@example.com,银卡会员
U-DOUYIN-764482,douyin_3225381,douyin,用户4661,f,28,南京,2025-07-26,16503961811,user5200@example.com,金卡会员
