order_id,global_user_id,platform,order_time,payment_time,payment_method,shipping_address,order_status,total_amount,discount_amount,shipping_fee,tax_amount,promotion_id,coupon_code,shipping_method
DOUYIN20250924898756,U-DOUYIN-114797,douyin,2025-09-24 02:15:56,2025-09-24 02:55:56,支付宝,广州海淀区67号楼16单元1789室,已取消,1827.33,352.49,13.83,109.64,优惠券,YHMD6997,自提
DOUYIN20250925333647,U-DOUYIN-432612,douyin,2025-09-25 17:06:18,2025-09-25 17:49:18,银行卡,杭州朝阳区94号楼7单元1410室,已完成,2990.21,263.08,10.49,179.41,拼团优惠,YHMD4106,自提
DOUYIN20250925553169,U-DOUYIN-351335,douyin,2025-09-25 09:07:18,2025-09-25 09:41:18,支付宝,武汉朝阳区93号楼5单元569室,待付款,3456.07,746.74,8.86,207.36,拼团优惠,YHMD7391,快递配送
DOUYIN20250925673903,U-DOUYIN-362432,douyin,2025-09-25 22:38:57,2025-09-25 23:16:57,银行卡,重庆海淀区84号楼9单元360室,待付款,1189.59,43.45,12.21,71.38,优惠券,,自提
DOUYIN20250925796205,U-DOUYIN-165151,douyin,2025-09-25 09:22:50,2025-09-25 09:44:50,银行卡,重庆浦东新区95号楼9单元1684室,已取消,2879.62,228.19,1.99,172.78,无促销,YHMD1249,快递配送
DOUYIN20250926305572,U-DOUYIN-892852,douyin,2025-09-26 15:26:42,2025-09-26 15:33:42,花呗,重庆朝阳区86号楼2单元1095室,已完成,995.75,202.26,18.74,59.74,无促销,,快递配送
DOUYIN20250926654697,U-DOUYIN-558698,douyin,2025-09-26 18:08:25,2025-09-26 18:33:25,银行卡,北京浦东新区18号楼1单元176室,已完成,1046.97,106.52,2.17,62.82,优惠券,,同城配送
DOUYIN20250926703529,U-DOUYIN-481847,douyin,2025-09-26 06:54:24,2025-09-26 07:36:24,花呗,深圳海淀区15号楼20单元625室,已完成,4656.20,307.49,19.07,279.37,优惠券,QZMD6609,自提
DOUYIN20250926724000,U-DOUYIN-680576,douyin,2025-09-26 13:39:33,2025-09-26 14:14:33,银行卡,重庆福田区80号楼17单元348室,已发货,2268.32,321.57,11.44,136.10,拼团优惠,TLEMD2716,自提
DOUYIN20250926755159,U-DOUYIN-704048,douyin,2025-09-26 13:54:24,2025-09-26 14:54:24,银行卡,深圳浦东新区49号楼10单元809室,已完成,1748.09,173.62,1.48,104.89,无促销,TLEMD2369,自提
DOUYIN20250926780645,U-DOUYIN-450834,douyin,2025-09-26 06:48:56,2025-09-26 06:56:56,京东支付,南京朝阳区40号楼15单元1447室,已付款,3848.31,276.57,14.00,230.90,优惠券,,自提
DOUYIN20250926797093,U-DOUYIN-738914,douyin,2025-09-26 20:13:58,2025-09-26 20:52:58,京东支付,重庆浦东新区82号楼11单元1048室,已发货,3362.11,506.27,3.87,201.73,满减活动,TLEMD5630,自提
DOUYIN20250926860285,U-DOUYIN-851313,douyin,2025-09-26 10:51:12,2025-09-26 11:07:12,微信支付,重庆海淀区7号楼19单元1834室,待付款,1764.97,515.71,5.66,105.90,满减活动,,同城配送
DOUYIN20250927204653,U-DOUYIN-738403,douyin,2025-09-27 19:49:52,2025-09-27 20:39:52,支付宝,上海朝阳区85号楼11单元1150室,已完成,2183.15,624.39,0.51,130.99,满减活动,TLEMD3950,同城配送
DOUYIN20250927206154,U-DOUYIN-794436,douyin,2025-09-27 12:33:08,2025-09-27 12:59:08,银行卡,南京朝阳区65号楼5单元1605室,已发货,396.43,85.75,4.87,23.79,秒杀活动,,快递配送
DOUYIN20250927456711,U-DOUYIN-898098,douyin,2025-09-27 11:32:42,2025-09-27 12:16:42,花呗,西安浦东新区98号楼6单元486室,已发货,3541.58,34.50,18.91,212.49,优惠券,,自提
DOUYIN20250927556605,U-DOUYIN-900174,douyin,2025-09-27 03:03:47,2025-09-27 03:57:47,银行卡,杭州浦东新区21号楼20单元865室,已付款,2027.43,71.77,16.77,121.65,优惠券,,同城配送
DOUYIN20250927569243,U-DOUYIN-424139,douyin,2025-09-27 09:25:55,2025-09-27 09:30:55,微信支付,北京朝阳区82号楼7单元1013室,已取消,919.91,160.62,7.19,55.19,秒杀活动,,同城配送
DOUYIN20250927647640,U-DOUYIN-714179,douyin,2025-09-27 14:00:09,2025-09-27 14:10:09,支付宝,武汉海淀区28号楼17单元1536室,待付款,3983.53,413.67,19.15,239.01,优惠券,,快递配送
DOUYIN20250928114233,U-DOUYIN-141163,douyin,2025-09-28 03:24:31,2025-09-28 04:17:31,支付宝,北京浦东新区64号楼8单元1183室,已取消,1294.11,368.86,9.62,77.65,无促销,,快递配送
DOUYIN20250928231622,U-DOUYIN-987303,douyin,2025-09-28 14:33:56,2025-09-28 15:22:56,微信支付,北京浦东新区54号楼13单元1477室,已付款,4013.88,837.21,3.35,240.83,优惠券,,自提
DOUYIN20250928259549,U-DOUYIN-507558,douyin,2025-09-28 12:36:00,2025-09-28 13:19:00,京东支付,深圳海淀区29号楼9单元291室,已付款,2690.91,253.06,6.14,161.45,拼团优惠,QZMD2467,自提
DOUYIN20250928496175,U-DOUYIN-933639,douyin,2025-09-28 17:36:13,2025-09-28 18:34:13,京东支付,北京浦东新区92号楼9单元102室,已取消,4111.74,708.45,1.57,246.70,满减活动,,快递配送
DOUYIN20250928546667,U-DOUYIN-770339,douyin,2025-09-28 13:00:38,2025-09-28 13:49:38,京东支付,深圳海淀区77号楼19单元431室,已发货,2469.67,702.55,13.22,148.18,无促销,,自提
DOUYIN20250928690886,U-DOUYIN-304826,douyin,2025-09-28 09:15:00,2025-09-28 09:29:00,支付宝,广州天河区42号楼10单元539室,已完成,3898.55,933.56,4.08,233.91,优惠券,TLEMD8604,快递配送
DOUYIN20250928819846,U-DOUYIN-203149,douyin,2025-09-28 03:41:31,2025-09-28 04:14:31,微信支付,北京朝阳区49号楼17单元1766室,已发货,1270.90,183.33,14.81,76.25,秒杀活动,YHMD1736,同城配送
DOUYIN20250928871741,U-DOUYIN-420831,douyin,2025-09-28 21:45:52,2025-09-28 22:05:52,支付宝,广州浦东新区93号楼17单元1852室,已发货,756.20,12.89,15.60,45.37,满减活动,,自提
DOUYIN20250928955138,U-DOUYIN-460113,douyin,2025-09-28 02:55:11,2025-09-28 03:07:11,微信支付,武汉福田区31号楼7单元774室,已付款,2091.31,608.55,13.58,125.48,优惠券,TLEMD8809,自提
DOUYIN20251001192789,U-DOUYIN-670020,douyin,2025-10-01 11:21:48,2025-10-01 11:32:48,微信支付,北京天河区42号楼8单元110室,已取消,1620.22,276.72,7.52,97.21,秒杀活动,YHMD6835,快递配送
DOUYIN20251001199170,U-DOUYIN-354377,douyin,2025-10-01 08:38:20,2025-10-01 08:52:20,银行卡,杭州福田区44号楼8单元1042室,已付款,1958.70,536.79,10.88,117.52,秒杀活动,,快递配送
DOUYIN20251001257452,U-DOUYIN-738697,douyin,2025-10-01 18:21:12,2025-10-01 19:04:12,京东支付,西安天河区71号楼1单元361室,已完成,932.39,239.88,13.01,55.94,优惠券,,同城配送
DOUYIN20251001326386,U-DOUYIN-959813,douyin,2025-10-01 22:40:33,2025-10-01 23:35:33,银行卡,重庆海淀区51号楼13单元1893室,待付款,3971.35,544.97,11.00,238.28,拼团优惠,YHMD1407,自提
DOUYIN20251001416974,U-DOUYIN-360349,douyin,2025-10-01 10:55:46,2025-10-01 11:06:46,银行卡,杭州天河区88号楼16单元110室,已取消,1636.05,171.40,16.03,98.16,优惠券,,自提
DOUYIN20251001605193,U-DOUYIN-122594,douyin,2025-10-01 14:27:04,2025-10-01 14:45:04,京东支付,南京天河区50号楼3单元570室,已完成,3180.10,906.62,3.71,190.81,满减活动,TLEMD8004,同城配送
DOUYIN20251001732524,U-DOUYIN-144370,douyin,2025-10-01 20:30:58,2025-10-01 20:59:58,微信支付,重庆福田区24号楼10单元1873室,已完成,3559.08,713.22,4.89,213.54,满减活动,YHMD7907,同城配送
DOUYIN20251002519997,U-DOUYIN-378900,douyin,2025-10-02 10:19:55,2025-10-02 11:17:55,支付宝,杭州浦东新区26号楼1单元1439室,待付款,1410.60,15.53,18.61,84.64,满减活动,,快递配送
DOUYIN20251002892954,U-DOUYIN-228742,douyin,2025-10-02 06:50:08,2025-10-02 07:23:08,花呗,深圳朝阳区27号楼13单元614室,已发货,4557.18,943.67,15.89,273.43,优惠券,,快递配送
DOUYIN20251002937687,U-DOUYIN-140723,douyin,2025-10-02 07:07:10,2025-10-02 08:00:10,花呗,西安朝阳区11号楼4单元116室,已付款,4602.79,1239.09,12.80,276.17,无促销,QZMD1293,快递配送
DOUYIN20251003218708,U-DOUYIN-623245,douyin,2025-10-03 02:34:19,2025-10-03 02:49:19,银行卡,成都天河区91号楼12单元1936室,已取消,2683.57,546.00,15.44,161.01,无促销,QZMD4242,快递配送
DOUYIN20251003271382,U-DOUYIN-331175,douyin,2025-10-03 15:26:44,2025-10-03 15:43:44,微信支付,重庆海淀区23号楼5单元997室,已取消,1342.61,122.31,0.61,80.56,无促销,QZMD5613,自提
DOUYIN20251003533657,U-DOUYIN-915748,douyin,2025-10-03 02:20:10,2025-10-03 02:35:10,银行卡,上海天河区22号楼17单元701室,待付款,3466.66,852.81,7.21,208.00,秒杀活动,YHMD8239,快递配送
DOUYIN20251003586866,U-DOUYIN-450931,douyin,2025-10-03 21:42:46,2025-10-03 22:39:46,支付宝,杭州天河区92号楼19单元1541室,待付款,2097.35,47.19,7.42,125.84,秒杀活动,,同城配送
DOUYIN20251003708184,U-DOUYIN-598877,douyin,2025-10-03 07:15:41,2025-10-03 07:51:41,花呗,深圳福田区22号楼18单元1631室,已完成,4419.10,475.89,19.30,265.15,拼团优惠,TLEMD3644,同城配送
DOUYIN20251003925584,U-DOUYIN-679388,douyin,2025-10-03 02:56:00,2025-10-03 03:02:00,银行卡,重庆海淀区47号楼18单元538室,已发货,4551.29,532.19,9.01,273.08,优惠券,QZMD8351,同城配送
DOUYIN20251003980690,U-DOUYIN-818591,douyin,2025-10-03 22:18:55,2025-10-03 23:00:55,京东支付,上海海淀区25号楼13单元1809室,待付款,3894.55,469.28,0.56,233.67,秒杀活动,TLEMD8761,同城配送
DOUYIN20251004393232,U-DOUYIN-447271,douyin,2025-10-04 11:43:52,2025-10-04 12:20:52,花呗,南京福田区88号楼12单元636室,已付款,3917.96,200.26,15.33,235.08,满减活动,TLEMD5248,自提
DOUYIN20251004417410,U-DOUYIN-628858,douyin,2025-10-04 22:23:57,2025-10-04 23:03:57,支付宝,杭州朝阳区52号楼1单元1468室,已付款,2887.55,80.58,1.59,173.25,秒杀活动,QZMD6278,自提
DOUYIN20251004848794,U-DOUYIN-993776,douyin,2025-10-04 20:33:36,2025-10-04 21:18:36,微信支付,成都浦东新区88号楼7单元1543室,已完成,2444.09,709.22,3.94,146.65,拼团优惠,TLEMD9193,同城配送
DOUYIN20251004869854,U-DOUYIN-696354,douyin,2025-10-04 11:16:40,2025-10-04 11:22:40,京东支付,西安天河区34号楼8单元884室,已取消,1705.03,228.43,9.31,102.30,优惠券,QZMD7409,快递配送
DOUYIN20251004873842,U-DOUYIN-406980,douyin,2025-10-04 22:03:00,2025-10-04 23:00:00,京东支付,南京朝阳区89号楼5单元1910室,已发货,2126.09,72.46,3.32,127.57,无促销,QZMD2147,快递配送
DOUYIN20251005277071,U-DOUYIN-936550,douyin,2025-10-05 17:35:09,2025-10-05 17:57:09,银行卡,重庆浦东新区72号楼8单元879室,已发货,4546.51,805.33,1.28,272.79,满减活动,QZMD5005,同城配送
DOUYIN20251006120821,U-DOUYIN-681338,douyin,2025-10-06 13:44:10,2025-10-06 13:49:10,花呗,成都海淀区20号楼4单元273室,已付款,3744.27,779.41,14.37,224.66,优惠券,,同城配送
DOUYIN20251006694393,U-DOUYIN-971083,douyin,2025-10-06 14:54:42,2025-10-06 15:38:42,花呗,杭州朝阳区11号楼17单元406室,已完成,2863.34,289.48,10.08,171.80,秒杀活动,,自提
DOUYIN20251006739376,U-DOUYIN-256840,douyin,2025-10-06 16:00:45,2025-10-06 16:55:45,微信支付,广州海淀区54号楼5单元1145室,待付款,2815.35,144.04,2.44,168.92,满减活动,,自提
DOUYIN20251006785816,U-DOUYIN-315607,douyin,2025-10-06 03:49:11,2025-10-06 04:02:11,微信支付,广州海淀区88号楼2单元599室,已取消,3203.85,367.56,6.20,192.23,满减活动,,快递配送
DOUYIN20251006817000,U-DOUYIN-532415,douyin,2025-10-06 06:01:58,2025-10-06 06:28:58,支付宝,重庆天河区39号楼13单元1401室,已取消,2815.88,683.99,6.22,168.95,满减活动,TLEMD5869,快递配送
DOUYIN20251006965921,U-DOUYIN-275919,douyin,2025-10-06 08:39:56,2025-10-06 09:17:56,银行卡,杭州福田区45号楼17单元1363室,已发货,745.58,195.56,3.35,44.73,无促销,TLEMD7678,同城配送
DOUYIN20251007254242,U-DOUYIN-670758,douyin,2025-10-07 06:49:35,2025-10-07 07:15:35,支付宝,上海福田区75号楼12单元672室,已发货,504.81,13.74,19.85,30.29,满减活动,QZMD7610,快递配送
DOUYIN20251007305041,U-DOUYIN-743746,douyin,2025-10-07 12:45:21,2025-10-07 13:41:21,花呗,成都浦东新区95号楼15单元833室,已付款,958.76,24.24,12.79,57.53,优惠券,,同城配送
DOUYIN20251007551429,U-DOUYIN-807082,douyin,2025-10-07 19:30:24,2025-10-07 20:13:24,银行卡,深圳浦东新区45号楼13单元1757室,待付款,4916.95,1250.16,14.01,295.02,无促销,QZMD4721,自提
DOUYIN20251007556203,U-DOUYIN-762684,douyin,2025-10-07 22:06:02,2025-10-07 22:12:02,花呗,上海朝阳区48号楼6单元1482室,已取消,732.22,180.76,6.67,43.93,优惠券,,同城配送
DOUYIN20251007570335,U-DOUYIN-473093,douyin,2025-10-07 17:08:06,2025-10-07 17:15:06,银行卡,上海海淀区36号楼5单元951室,待付款,1507.51,184.58,14.61,90.45,秒杀活动,,同城配送
DOUYIN20251007638852,U-DOUYIN-916440,douyin,2025-10-07 10:50:09,2025-10-07 11:35:09,京东支付,上海海淀区76号楼6单元872室,已付款,348.88,7.20,14.96,20.93,优惠券,QZMD3058,同城配送
DOUYIN20251007868176,U-DOUYIN-159795,douyin,2025-10-07 00:19:52,2025-10-07 01:07:52,京东支付,西安海淀区83号楼2单元1940室,已取消,839.05,112.05,2.63,50.34,秒杀活动,,同城配送
DOUYIN20251007902603,U-DOUYIN-414848,douyin,2025-10-07 23:58:10,2025-10-08 00:10:10,微信支付,上海福田区55号楼12单元179室,已取消,4842.02,1164.97,10.57,290.52,满减活动,,自提
DOUYIN20251007915033,U-DOUYIN-944883,douyin,2025-10-07 03:34:39,2025-10-07 04:09:39,京东支付,上海天河区94号楼15单元1637室,已付款,4315.59,1154.50,18.48,258.94,满减活动,,同城配送
DOUYIN20251008238748,U-DOUYIN-710095,douyin,2025-10-08 21:52:00,2025-10-08 22:38:00,支付宝,上海朝阳区88号楼9单元890室,待付款,3450.86,517.16,17.87,207.05,拼团优惠,YHMD4936,同城配送
DOUYIN20251008255747,U-DOUYIN-593457,douyin,2025-10-08 10:28:23,2025-10-08 10:44:23,银行卡,西安海淀区18号楼3单元208室,已完成,2990.14,438.56,11.79,179.41,满减活动,QZMD8368,自提
DOUYIN20251008566899,U-DOUYIN-441859,douyin,2025-10-08 14:11:50,2025-10-08 14:46:50,银行卡,西安海淀区66号楼19单元300室,已完成,2543.71,709.05,17.56,152.62,优惠券,,快递配送
DOUYIN20251009218393,U-DOUYIN-486213,douyin,2025-10-09 13:07:03,2025-10-09 13:57:03,京东支付,杭州海淀区12号楼2单元117室,已发货,604.43,64.61,17.78,36.27,无促销,,同城配送
DOUYIN20251009244440,U-DOUYIN-871999,douyin,2025-10-09 06:37:08,2025-10-09 06:48:08,支付宝,上海海淀区29号楼18单元837室,已取消,362.57,56.61,16.26,21.75,拼团优惠,YHMD7835,同城配送
DOUYIN20251009364141,U-DOUYIN-126216,douyin,2025-10-09 20:52:03,2025-10-09 21:51:03,支付宝,西安浦东新区76号楼17单元1308室,已发货,4055.56,833.00,15.64,243.33,秒杀活动,,快递配送
DOUYIN20251009427487,U-DOUYIN-513314,douyin,2025-10-09 05:56:32,2025-10-09 06:14:32,微信支付,西安海淀区66号楼14单元873室,待付款,2240.84,74.79,0.60,134.45,优惠券,YHMD4460,自提
DOUYIN20251009555653,U-DOUYIN-568062,douyin,2025-10-09 03:06:22,2025-10-09 04:04:22,微信支付,深圳海淀区25号楼13单元1590室,待付款,4370.67,1099.72,3.40,262.24,满减活动,,自提
DOUYIN20251009699035,U-DOUYIN-200883,douyin,2025-10-09 07:15:05,2025-10-09 07:20:05,花呗,成都朝阳区30号楼7单元1643室,已发货,1376.86,325.04,12.21,82.61,无促销,QZMD6163,同城配送
DOUYIN20251009985426,U-DOUYIN-682368,douyin,2025-10-09 16:20:26,2025-10-09 16:50:26,银行卡,广州朝阳区17号楼15单元1000室,已付款,2133.32,580.58,3.02,128.00,拼团优惠,TLEMD4604,快递配送
DOUYIN20251010178952,U-DOUYIN-532205,douyin,2025-10-10 01:04:46,2025-10-10 01:16:46,京东支付,北京浦东新区93号楼20单元481室,待付款,1331.87,102.53,2.33,79.91,拼团优惠,,自提
DOUYIN20251010195800,U-DOUYIN-537832,douyin,2025-10-10 01:20:09,2025-10-10 02:08:09,支付宝,成都朝阳区62号楼7单元155室,已取消,3900.67,915.55,10.77,234.04,优惠券,TLEMD8810,自提
DOUYIN20251010392465,U-DOUYIN-284328,douyin,2025-10-10 23:11:39,2025-10-10 23:51:39,花呗,南京浦东新区47号楼16单元581室,已完成,4304.18,597.26,12.06,258.25,无促销,YHMD6623,自提
DOUYIN20251010656405,U-DOUYIN-210789,douyin,2025-10-10 12:06:26,2025-10-10 12:25:26,银行卡,南京浦东新区77号楼17单元1342室,待付款,997.33,40.02,17.98,59.84,无促销,,快递配送
DOUYIN20251010674000,U-DOUYIN-226109,douyin,2025-10-10 06:47:25,2025-10-10 07:10:25,京东支付,西安福田区97号楼20单元1287室,已完成,2931.53,29.35,13.23,175.89,满减活动,QZMD1451,快递配送
DOUYIN20251011112818,U-DOUYIN-871220,douyin,2025-10-11 07:35:40,2025-10-11 08:14:40,京东支付,深圳朝阳区71号楼1单元481室,待付款,4868.33,648.37,12.30,292.10,优惠券,,同城配送
DOUYIN20251011302295,U-DOUYIN-272368,douyin,2025-10-11 08:06:24,2025-10-11 08:26:24,微信支付,成都天河区32号楼12单元1299室,已发货,158.30,11.61,3.52,9.50,拼团优惠,,自提
DOUYIN20251011417525,U-DOUYIN-295293,douyin,2025-10-11 22:22:24,2025-10-11 23:13:24,京东支付,广州浦东新区92号楼20单元1032室,待付款,2534.81,499.14,18.62,152.09,无促销,,同城配送
DOUYIN20251011585756,U-DOUYIN-497545,douyin,2025-10-11 19:10:43,2025-10-11 19:37:43,支付宝,深圳浦东新区62号楼16单元1973室,已取消,428.78,5.25,12.43,25.73,无促销,,自提
DOUYIN20251011775223,U-DOUYIN-666655,douyin,2025-10-11 13:02:50,2025-10-11 13:45:50,微信支付,上海天河区11号楼2单元1169室,已取消,3314.39,559.91,17.03,198.86,无促销,YHMD7872,同城配送
DOUYIN20251012109281,U-DOUYIN-158565,douyin,2025-10-12 09:43:29,2025-10-12 10:01:29,京东支付,重庆福田区24号楼10单元658室,已付款,504.48,82.83,7.71,30.27,优惠券,QZMD9140,自提
DOUYIN20251012510022,U-DOUYIN-661986,douyin,2025-10-12 00:03:15,2025-10-12 00:47:15,京东支付,成都海淀区27号楼2单元1714室,已付款,1997.15,459.42,2.82,119.83,优惠券,,快递配送
DOUYIN20251012587727,U-DOUYIN-711848,douyin,2025-10-12 12:03:24,2025-10-12 12:31:24,支付宝,上海海淀区63号楼5单元297室,已付款,2644.93,714.91,18.25,158.70,满减活动,YHMD5357,快递配送
DOUYIN20251012738113,U-DOUYIN-670219,douyin,2025-10-12 19:39:26,2025-10-12 19:58:26,微信支付,重庆浦东新区19号楼15单元1623室,已完成,3562.47,272.19,7.79,213.75,秒杀活动,,自提
DOUYIN20251012832004,U-DOUYIN-127819,douyin,2025-10-12 04:58:29,2025-10-12 05:54:29,京东支付,武汉朝阳区75号楼5单元1109室,已取消,3392.85,527.91,9.80,203.57,满减活动,YHMD1116,同城配送
DOUYIN20251013160790,U-DOUYIN-458563,douyin,2025-10-13 00:09:49,2025-10-13 00:53:49,微信支付,上海天河区60号楼6单元664室,已取消,4703.36,5.65,7.63,282.20,优惠券,,同城配送
DOUYIN20251013169400,U-DOUYIN-754521,douyin,2025-10-13 23:55:39,2025-10-14 00:05:39,银行卡,西安浦东新区1号楼6单元1996室,已付款,3494.77,177.45,17.64,209.69,满减活动,YHMD5336,同城配送
DOUYIN20251013177020,U-DOUYIN-634619,douyin,2025-10-13 16:24:42,2025-10-13 16:40:42,银行卡,北京海淀区95号楼7单元105室,已发货,3650.80,764.89,11.08,219.05,优惠券,,自提
DOUYIN20251013240897,U-DOUYIN-257805,douyin,2025-10-13 16:11:42,2025-10-13 17:06:42,微信支付,上海朝阳区10号楼3单元1072室,待付款,1885.63,493.85,3.07,113.14,拼团优惠,,自提
DOUYIN20251013249437,U-DOUYIN-889858,douyin,2025-10-13 08:27:50,2025-10-13 09:17:50,京东支付,西安朝阳区8号楼16单元1485室,已完成,1741.31,261.13,5.44,104.48,拼团优惠,YHMD6192,快递配送
DOUYIN20251013325259,U-DOUYIN-145980,douyin,2025-10-13 12:52:28,2025-10-13 13:03:28,银行卡,广州福田区69号楼5单元1077室,待付款,4900.52,1277.25,2.86,294.03,拼团优惠,QZMD6572,自提
DOUYIN20251013472687,U-DOUYIN-617705,douyin,2025-10-13 03:03:50,2025-10-13 03:16:50,银行卡,重庆浦东新区50号楼9单元1832室,已取消,4643.46,780.39,11.45,278.61,无促销,,自提
DOUYIN20251013824455,U-DOUYIN-805256,douyin,2025-10-13 10:50:31,2025-10-13 11:00:31,银行卡,北京海淀区65号楼14单元1149室,待付款,111.40,11.58,3.55,6.68,拼团优惠,,同城配送
DOUYIN20251013847411,U-DOUYIN-706464,douyin,2025-10-13 22:32:40,2025-10-13 23:31:40,花呗,广州福田区67号楼2单元350室,已完成,2424.03,514.34,16.08,145.44,优惠券,TLEMD7397,快递配送
DOUYIN20251013894897,U-DOUYIN-368941,douyin,2025-10-13 11:51:20,2025-10-13 12:32:20,银行卡,杭州浦东新区24号楼11单元628室,待付款,888.27,45.69,3.29,53.30,秒杀活动,,同城配送
DOUYIN20251014114387,U-DOUYIN-568213,douyin,2025-10-14 18:11:21,2025-10-14 19:09:21,银行卡,深圳福田区90号楼3单元605室,已完成,4607.67,217.34,19.97,276.46,优惠券,TLEMD8124,同城配送
DOUYIN20251014198901,U-DOUYIN-404327,douyin,2025-10-14 04:13:31,2025-10-14 04:18:31,微信支付,武汉天河区75号楼7单元1837室,已完成,2351.65,107.02,7.54,141.10,无促销,,同城配送
DOUYIN20251014668792,U-DOUYIN-834681,douyin,2025-10-14 07:24:40,2025-10-14 08:11:40,微信支付,北京福田区27号楼2单元1239室,已发货,3087.56,210.15,15.42,185.25,秒杀活动,QZMD9230,同城配送
DOUYIN20251015261397,U-DOUYIN-245031,douyin,2025-10-15 20:02:54,2025-10-15 20:30:54,银行卡,北京浦东新区66号楼7单元465室,待付款,3384.76,945.79,6.20,203.09,秒杀活动,QZMD8424,快递配送
DOUYIN20251015316322,U-DOUYIN-448197,douyin,2025-10-15 20:07:37,2025-10-15 20:53:37,支付宝,深圳天河区84号楼5单元171室,已发货,4246.06,118.81,15.26,254.76,拼团优惠,TLEMD4212,同城配送
DOUYIN20251015613841,U-DOUYIN-650025,douyin,2025-10-15 00:51:43,2025-10-15 01:26:43,银行卡,南京福田区96号楼11单元1264室,已付款,2520.43,707.49,8.03,151.23,满减活动,,自提
DOUYIN20251015871303,U-DOUYIN-425193,douyin,2025-10-15 19:35:54,2025-10-15 20:09:54,支付宝,杭州浦东新区83号楼6单元202室,已完成,1218.29,86.61,14.64,73.10,拼团优惠,QZMD1325,自提
DOUYIN20251015913828,U-DOUYIN-227458,douyin,2025-10-15 19:01:57,2025-10-15 19:38:57,京东支付,广州浦东新区16号楼9单元1893室,待付款,3436.54,836.17,12.80,206.19,满减活动,QZMD6489,同城配送
DOUYIN20251016674436,U-DOUYIN-902605,douyin,2025-10-16 17:55:03,2025-10-16 18:51:03,京东支付,北京海淀区100号楼19单元1607室,已发货,2597.19,753.59,15.96,155.83,秒杀活动,TLEMD7475,自提
DOUYIN20251016789950,U-DOUYIN-119428,douyin,2025-10-16 02:42:11,2025-10-16 02:53:11,京东支付,南京浦东新区91号楼5单元508室,已付款,4603.73,1057.65,9.11,276.22,秒杀活动,,自提
DOUYIN20251016830648,U-DOUYIN-174535,douyin,2025-10-16 05:16:35,2025-10-16 05:23:35,花呗,南京天河区70号楼17单元1509室,已完成,4831.94,1123.99,6.69,289.92,优惠券,QZMD4928,同城配送
DOUYIN20251016896994,U-DOUYIN-162993,douyin,2025-10-16 13:15:37,2025-10-16 13:29:37,花呗,上海海淀区99号楼3单元1820室,已付款,4518.83,182.22,5.89,271.13,拼团优惠,YHMD2118,快递配送
DOUYIN20251017105851,U-DOUYIN-663426,douyin,2025-10-17 12:05:52,2025-10-17 13:01:52,京东支付,武汉朝阳区5号楼17单元682室,已发货,4205.63,853.21,10.48,252.34,满减活动,YHMD6955,快递配送
DOUYIN20251017154657,U-DOUYIN-564990,douyin,2025-10-17 23:55:27,2025-10-18 00:06:27,支付宝,重庆福田区21号楼15单元1998室,已取消,501.04,128.30,7.50,30.06,满减活动,,同城配送
DOUYIN20251017268595,U-DOUYIN-657649,douyin,2025-10-17 16:25:02,2025-10-17 17:19:02,京东支付,成都浦东新区66号楼6单元1375室,已付款,3309.41,936.32,15.06,198.56,无促销,QZMD8074,同城配送
DOUYIN20251017700055,U-DOUYIN-796059,douyin,2025-10-17 08:45:17,2025-10-17 09:39:17,微信支付,武汉天河区90号楼8单元1616室,待付款,4070.76,847.62,14.61,244.25,优惠券,YHMD5361,同城配送
DOUYIN20251017749929,U-DOUYIN-854020,douyin,2025-10-17 13:36:04,2025-10-17 14:31:04,花呗,重庆朝阳区30号楼9单元1050室,已发货,2055.81,198.51,17.85,123.35,拼团优惠,YHMD3807,自提
DOUYIN20251018210700,U-DOUYIN-333215,douyin,2025-10-18 13:36:43,2025-10-18 14:09:43,花呗,杭州海淀区33号楼9单元893室,已取消,2977.45,817.42,3.74,178.65,拼团优惠,QZMD9651,同城配送
DOUYIN20251018270471,U-DOUYIN-901128,douyin,2025-10-18 08:13:52,2025-10-18 09:02:52,京东支付,西安浦东新区55号楼7单元677室,已付款,4425.07,118.64,6.21,265.50,优惠券,TLEMD6841,自提
DOUYIN20251018630757,U-DOUYIN-163689,douyin,2025-10-18 05:34:42,2025-10-18 06:19:42,支付宝,广州天河区89号楼14单元1728室,待付款,4557.15,362.25,16.85,273.43,拼团优惠,QZMD8849,自提
DOUYIN20251018774989,U-DOUYIN-665441,douyin,2025-10-18 06:01:18,2025-10-18 06:14:18,银行卡,西安海淀区40号楼3单元327室,已完成,1694.93,253.59,6.92,101.70,优惠券,,快递配送
DOUYIN20251018870291,U-DOUYIN-372095,douyin,2025-10-18 00:45:11,2025-10-18 01:21:11,微信支付,重庆天河区10号楼12单元263室,已付款,377.93,45.90,9.79,22.68,拼团优惠,,同城配送
DOUYIN20251018926518,U-DOUYIN-524683,douyin,2025-10-18 16:53:55,2025-10-18 17:52:55,银行卡,武汉天河区12号楼7单元1633室,已发货,3914.96,598.82,8.68,234.90,优惠券,YHMD4975,自提
DOUYIN20251018952211,U-DOUYIN-126228,douyin,2025-10-18 14:02:16,2025-10-18 14:32:16,微信支付,深圳天河区82号楼17单元201室,已完成,295.63,69.37,0.02,17.74,满减活动,,同城配送
